#{"t_start": 1788158506.6490166, "env_id": null}
r,l,t
361.94327,100,3337.779292
357.98972,100,3337.779308
333.5042,100,3337.779324
367.59326,100,3337.77934
333.7951,100,3337.779355
354.6066,100,3350.868366
303.8394,100,3350.868473
247.1574,100,3350.868498
347.0015,100,3350.868514
312.35062,100,3350.868529
348.58365,100,3350.868544
356.7235,100,3350.868559
315.5515,100,3350.868574
310.43784,100,3373.256636
345.20465,100,3373.256716
337.8764,100,3373.256729
318.17938,100,3373.256738
334.5285,100,3373.256746
365.5523,100,3373.256754
229.30293,100,3373.256764
336.41544,100,3373.256773
311.09583,100,3396.197836
330.94305,100,3396.197912
276.74493,100,3396.197924
265.6631,100,3396.197933
358.68842,100,3396.197942
313.9755,100,3396.19795
255.40895,100,3396.197958
345.60495,100,3396.197966
311.78027,100,3408.91261
346.8624,100,3408.912681
356.49234,100,3408.912694
340.47922,100,3408.912703
315.86417,100,3408.912712
304.95197,100,3408.91272
288.2724,100,3408.912729
336.51898,100,3408.912737
316.11432,100,3431.290132
352.02597,100,3431.290209
310.00946,100,3431.290223
338.91864,100,3431.290232
327.78333,100,3431.290241
358.1238,100,3431.29025
336.3717,100,3431.290258
298.9586,100,3431.290267
332.66742,100,3444.162816
355.14822,100,3444.162886
208.42372,100,3444.162898
299.88812,100,3444.162907
241.81322,100,3444.162916
352.91263,100,3444.162924
322.86234,100,3444.162933
323.51556,100,3444.162941
359.75232,100,3466.327398
355.63187,100,3466.327479
337.2442,100,3466.327494
359.64493,100,3466.327504
338.03238,100,3466.327513
297.7675,100,3466.327522
239.79393,100,3466.327531
337.60352,100,3466.32754
339.51016,100,3478.953937
311.64987,100,3478.954012
353.38547,100,3478.954025
328.19284,100,3478.954034
336.10184,100,3478.954043
332.15585,100,3478.954052
341.10635,100,3478.954061
316.54907,100,3478.954069
309.43137,100,3501.619588
324.09174,100,3501.619668
332.78528,100,3501.61968
330.02484,100,3501.61969
332.17078,100,3501.619699
307.264,100,3501.619708
338.93616,100,3501.619717
358.13748,100,3501.619725
339.57706,100,3515.633793
371.72104,100,3515.633865
374.4334,100,3515.633878
345.8564,100,3515.633888
298.76974,100,3515.633897
332.0725,100,3515.633906
344.2335,100,3515.633915
369.9619,100,3515.633924
349.40988,100,3538.264442
356.1552,100,3538.264547
313.17047,100,3538.264569
375.49017,100,3538.264586
343.40515,100,3538.264602
368.99683,100,3538.26462
334.9393,100,3538.264637
329.33975,100,3538.264653
371.20013,100,3560.944873
351.84106,100,3560.944952
356.75507,100,3560.944965
366.99374,100,3560.944974
348.84134,100,3560.944983
350.9466,100,3560.944991
360.6964,100,3560.945
284.68942,100,3560.945009
341.97055,100,3574.26775
335.14267,100,3574.267833
335.7146,100,3574.267846
294.00027,100,3574.267856
327.70282,100,3574.267865
343.45605,100,3574.267874
