#{"t_start": 1782754480.0564094, "env_id": null}
r,l,t
384.90176,100,1488.73034
378.69916,100,1488.730387
375.14343,100,1488.730402
467.8974,100,1488.730412
380.68607,100,1496.558105
377.94638,100,1496.558152
311.17047,100,1496.558167
386.60248,100,1496.558177
327.06165,100,1502.434587
380.89526,100,1502.434635
329.17883,100,1502.434649
383.27582,100,1502.434659
340.68124,100,1507.864978
382.3745,100,1507.865026
377.49698,100,1507.86504
382.52313,100,1507.86505
303.6294,100,1513.402044
367.48456,100,1513.402091
373.69925,100,1513.402105
345.82443,100,1513.402116
388.1674,100,1518.872965
386.82883,100,1518.873011
390.6501,100,1518.873025
219.43848,100,1518.873034
312.7358,100,1524.919248
378.62863,100,1524.919295
383.06317,100,1524.919309
345.70758,100,1524.919319
365.15442,100,1530.811625
350.82016,100,1530.811674
355.21472,100,1530.811688
396.02826,100,1530.811698
355.62158,100,1536.854153
390.0486,100,1536.854202
359.40683,100,1536.854216
376.41678,100,1536.854227
341.0728,100,1542.271578
382.3169,100,1542.271626
361.60226,100,1542.27164
346.6766,100,1542.271651
336.59402,100,1548.155789
362.98016,100,1548.155839
378.76797,100,1548.155854
358.6419,100,1548.155865
341.10516,100,1553.833732
370.04318,100,1553.83378
319.0944,100,1553.833794
347.49573,100,1553.833804
332.1758,100,1559.163724
274.09912,100,1559.163774
367.03027,100,1559.16379
272.8057,100,1559.1638
329.68423,100,1564.487994
387.83,100,1564.488044
366.8761,100,1564.488058
319.29694,100,1564.488069
379.74646,100,1571.513925
380.7291,100,1571.513975
381.53772,100,1571.514
359.34372,100,1571.514012
366.5678,100,1577.542165
387.79077,100,1577.542213
334.34076,100,1577.542228
344.35248,100,1577.542239
384.37048,100,1583.840541
390.01874,100,1583.840589
360.79996,100,1583.840603
380.1919,100,1583.840613
374.56042,100,1589.358321
378.50247,100,1589.358372
366.5581,100,1589.358387
383.46933,100,1589.358397
360.87073,100,1596.028058
384.38614,100,1596.028123
371.7733,100,1596.02815
